"Gender" "Race" "Hisp" "Age" "Relate"
"1" "7" "1" "20" "3"
"2" "2" "1" "46" "2"
"1" "2" "1" "3" "3"
"1" "1" "1" "27" "2"
"1" "1" "1" "82" "9"
"2" "1" "1" "14" "3"
"2" "2" "1" "32" "3"
"2" "1" "1" "30" "2"
"1" "1" "1" "68" "2"
"1" "1" "1" "59" "2"
"2" "1" "1" "7" "3"
"2" "1" "1" "12" "8"
"1" "1" "1" "34" "6"
"2" "5" "1" "22" "3"
"2" "1" "1" "16" "2"
"2" "1" "4" "61" "2"
"1" "2" "1" "25" "3"
"2" "2" "1" "71" "12"
"1" "2" "1" "33" "8"
"1" "1" "1" "50" "2"
"2" "2" "1" "52" "12"
"1" "1" "1" "71" "2"
"2" "1" "1" "77" "12"
"1" "1" "1" "9" "3"
"2" "1" "1" "59" "2"
"1" "1" "1" "17" "2"
"2" "1" "1" "6" "3"
"2" "1" "1" "33" "2"
"1" "1" "1" "8" "3"
"1" "1" "1" "6" "3"
"1" "1" "1" "61" "2"
"2" "9" "2" "66" "2"
"1" "1" "1" "11" "3"
"1" "1" "1" "32" "3"
"2" "8" "1" "32" "2"
"2" "1" "1" "53" "2"
"1" "1" "1" "41" "3"
"1" "1" "1" "1" "3"
"1" "1" "1" "71" "2"
"1" "1" "1" "29" "2"
"1" "1" "1" "1" "3"
"1" "1" "1" "61" "2"
"2" "2" "3" "26" "2"
"2" "1" "1" "67" "2"
"2" "1" "1" "61" "2"
"2" "1" "1" "16" "3"
"2" "1" "1" "6" "3"
"2" "1" "1" "24" "2"
"2" "1" "1" "49" "2"
"1" "1" "1" "19" "3"
"1" "1" "1" "1" "6"
"1" "1" "1" "61" "2"
"1" "1" "1" "58" "11"
"1" "1" "1" "67" "9"
"1" "1" "2" "4" "3"
"1" "5" "2" "15" "3"
"1" "1" "1" "8" "12"
"2" "1" "1" "54" "12"
"2" "1" "1" "28" "13"
"2" "1" "1" "69" "2"
"1" "1" "1" "62" "2"
"2" "1" "1" "22" "3"
"2" "6" "1" "84" "2"
